Date,Mkt-RF,SMB,HML,RF
2008-10-01,  -17.23,   -2.60,   -2.30,    0.08
2008-11-01,   -7.86,   -2.85,   -6.31,    0.03
2008-12-01,    1.74,    3.46,    0.14,    0.00
2009-01-01,   -8.12,    0.07,  -11.29,    0.00
2009-02-01,  -10.10,    0.05,   -6.95,    0.01
2009-03-01,    8.95,    0.03,    3.47,    0.02
2009-04-01,   10.18,    5.39,    5.36,    0.01
2009-05-01,    5.21,   -2.52,    0.28,    0.00
2009-06-01,    0.43,    2.63,   -2.73,    0.01
2009-07-01,    7.72,    1.87,    4.83,    0.01
2009-08-01,    3.33,   -1.08,    7.63,    0.01
2009-09-01,    4.08,    2.43,    1.04,    0.01
2009-10-01,   -2.59,   -4.35,   -4.21,    0.00
2009-11-01,    5.56,   -2.40,   -0.34,    0.00
2009-12-01,    2.75,    6.05,   -0.16,    0.01
2010-01-01,   -3.36,    0.40,    0.43,    0.00
2010-02-01,    3.40,    1.19,    3.22,    0.00
2010-03-01,    6.31,    1.48,    2.21,    0.01
2010-04-01,    2.00,    4.87,    2.89,    0.01
2010-05-01,   -7.89,    0.09,   -2.44,    0.01
2010-06-01,   -5.57,   -1.81,   -4.70,    0.01
2010-07-01,    6.93,    0.20,   -0.31,    0.01
2010-08-01,   -4.77,   -3.00,   -1.90,    0.01
2010-09-01,    9.54,    3.96,   -3.16,    0.01
2010-10-01,    3.88,    1.13,   -2.42,    0.01
2010-11-01,    0.60,    3.76,   -0.96,    0.01
2010-12-01,    6.82,    0.73,    3.69,    0.01
2011-01-01,    1.99,   -2.50,    0.82,    0.01
2011-02-01,    3.49,    1.53,    1.27,    0.01
2011-03-01,    0.46,    2.54,   -1.83,    0.01
2011-04-01,    2.90,   -0.38,   -2.43,    0.00
2011-05-01,   -1.27,   -0.59,   -2.12,    0.00
2011-06-01,   -1.75,   -0.12,   -0.42,    0.00
2011-07-01,   -2.35,   -1.27,   -0.89,    0.00
2011-08-01,   -5.99,   -3.05,   -2.36,    0.01
2011-09-01,   -7.59,   -3.31,   -1.73,    0.00
2011-10-01,   11.35,    3.28,    0.11,    0.00
2011-11-01,   -0.28,   -0.16,   -0.45,    0.00
2011-12-01,    0.74,   -0.59,    1.63,    0.00
2012-01-01,    5.05,    2.04,   -0.97,    0.00
2012-02-01,    4.42,   -1.85,    0.43,    0.00
2012-03-01,    3.11,   -0.64,    1.14,    0.00
2012-04-01,   -0.85,   -0.42,   -0.78,    0.00
2012-05-01,   -6.19,    0.07,   -1.07,    0.01
2012-06-01,    3.89,    0.67,    0.62,    0.00
2012-07-01,    0.79,   -2.75,   -0.02,    0.00
2012-08-01,    2.55,    0.47,    1.30,    0.01
2012-09-01,    2.73,    0.51,    1.60,    0.01
2012-10-01,   -1.76,   -1.15,    3.59,    0.01
2012-11-01,    0.78,    0.63,   -0.84,    0.01
2012-12-01,    1.18,    1.48,    3.51,    0.01
2013-01-01,    5.57,    0.34,    0.96,    0.00
2013-02-01,    1.29,   -0.27,    0.11,    0.00
2013-03-01,    4.03,    0.81,   -0.19,    0.00
2013-04-01,    1.55,   -2.37,    0.45,    0.00
2013-05-01,    2.80,    1.71,    2.63,    0.00
2013-06-01,   -1.20,    1.33,    0.03,    0.00
2013-07-01,    5.65,    1.87,    0.57,    0.00
2013-08-01,   -2.71,    0.27,   -2.69,    0.00
2013-09-01,    3.77,    2.87,   -1.22,    0.00
2013-10-01,    4.18,   -1.52,    1.25,    0.00
2013-11-01,    3.13,    1.29,    0.32,    0.00
2013-12-01,    2.81,   -0.47,   -0.02,    0.00
2014-01-01,   -3.32,    0.89,   -2.07,    0.00
2014-02-01,    4.65,    0.34,   -0.31,    0.00
2014-03-01,    0.43,   -1.81,    4.93,    0.00
2014-04-01,   -0.19,   -4.18,    1.17,    0.00
2014-05-01,    2.06,   -1.88,   -0.13,    0.00
2014-06-01,    2.61,    3.09,   -0.70,    0.00
2014-07-01,   -2.04,   -4.30,    0.04,    0.00
2014-08-01,    4.24,    0.40,   -0.45,    0.00
2014-09-01,   -1.97,   -3.70,   -1.35,    0.00
2014-10-01,    2.52,    4.20,   -1.80,    0.00
2014-11-01,    2.55,   -2.06,   -3.10,    0.00
2014-12-01,   -0.06,    2.49,    2.27,    0.00
2015-01-01,   -3.11,   -0.56,   -3.59,    0.00
2015-02-01,    6.13,    0.63,   -1.86,    0.00
2015-03-01,   -1.12,    3.04,   -0.38,    0.00
2015-04-01,    0.59,   -3.06,    1.82,    0.00
2015-05-01,    1.36,    0.94,   -1.15,    0.00
2015-06-01,   -1.53,    2.91,   -0.79,    0.00
2015-07-01,    1.54,   -4.17,   -4.13,    0.00
2015-08-01,   -6.04,    0.33,    2.77,    0.00
2015-09-01,   -3.07,   -2.62,    0.56,    0.00
2015-10-01,    7.75,   -1.89,   -0.46,    0.00
2015-11-01,    0.57,    3.59,   -0.42,    0.00
2015-12-01,   -2.17,   -2.85,   -2.61,    0.01
2016-01-01,   -5.77,   -3.42,    2.09,    0.01
2016-02-01,   -0.07,    0.74,   -0.57,    0.02
2016-03-01,    6.96,    0.82,    1.19,    0.02
2016-04-01,    0.91,    0.76,    3.28,    0.01
2016-05-01,    1.78,   -0.17,   -1.66,    0.01
2016-06-01,   -0.05,    0.61,   -1.48,    0.02
2016-07-01,    3.95,    2.49,   -1.32,    0.02
2016-08-01,    0.49,    1.16,    3.18,    0.02
2016-09-01,    0.25,    2.12,   -1.24,    0.02
2016-10-01,   -2.02,   -4.40,    4.09,    0.02
2016-11-01,    4.86,    5.71,    8.21,    0.01
2016-12-01,    1.82,    0.10,    3.53,    0.03
2017-01-01,    1.94,   -1.18,   -2.75,    0.04
2017-02-01,    3.57,   -2.05,   -1.67,    0.04
2017-03-01,    0.17,    1.14,   -3.35,    0.03
2017-04-01,    1.09,    0.73,   -2.13,    0.05
2017-05-01,    1.06,   -2.57,   -3.78,    0.06
2017-06-01,    0.78,    2.25,    1.48,    0.06
2017-07-01,    1.87,   -1.50,   -0.31,    0.07
2017-08-01,    0.16,   -1.67,   -2.10,    0.09
2017-09-01,    2.51,    4.47,    3.12,    0.09
2017-10-01,    2.25,   -1.94,    0.19,    0.09
2017-11-01,    3.12,   -0.54,   -0.03,    0.08
2017-12-01,    1.06,   -1.32,    0.06,    0.09
2018-01-01,    5.57,   -3.12,   -1.28,    0.12
2018-02-01,   -3.65,    0.26,   -1.04,    0.11
2018-03-01,   -2.35,    4.06,   -0.20,    0.11
2018-04-01,    0.29,    1.13,    0.54,    0.14
2018-05-01,    2.65,    5.26,   -3.22,    0.14
2018-06-01,    0.48,    1.14,   -2.33,    0.14
2018-07-01,    3.19,   -2.22,    0.45,    0.16
2018-08-01,    3.44,    1.15,   -4.00,    0.16
2018-09-01,    0.06,   -2.29,   -1.71,    0.15
2018-10-01,   -7.68,   -4.74,    3.40,    0.19
2018-11-01,    1.69,   -0.68,    0.28,    0.18
2018-12-01,   -9.57,   -2.37,   -1.88,    0.20
2019-01-01,    8.40,    2.88,   -0.45,    0.21
2019-02-01,    3.40,    2.06,   -2.71,    0.18
2019-03-01,    1.10,   -3.05,   -4.12,    0.19
2019-04-01,    3.97,   -1.72,    2.16,    0.21
2019-05-01,   -6.94,   -1.31,   -2.37,    0.21
2019-06-01,    6.93,    0.28,   -0.70,    0.18
2019-07-01,    1.19,   -1.93,    0.47,    0.19
2019-08-01,   -2.58,   -2.39,   -4.79,    0.16
2019-09-01,    1.43,   -0.97,    6.77,    0.18
2019-10-01,    2.06,    0.29,   -1.90,    0.16
2019-11-01,    3.88,    0.78,   -1.99,    0.12
2019-12-01,    2.77,    0.73,    1.78,    0.14
2020-01-01,   -0.11,   -3.13,   -6.25,    0.13
2020-02-01,   -8.13,    1.07,   -3.80,    0.12
2020-03-01,  -13.39,   -4.79,  -13.88,    0.13
2020-04-01,   13.65,    2.45,   -1.34,    0.00
2020-05-01,    5.58,    2.49,   -4.85,    0.01
2020-06-01,    2.46,    2.69,   -2.23,    0.01
2020-07-01,    5.77,   -2.30,   -1.44,    0.01
2020-08-01,    7.63,   -0.28,   -2.88,    0.01
2020-09-01,   -3.63,   -0.03,   -2.65,    0.01
2020-10-01,   -2.10,    4.27,    4.31,    0.01
2020-11-01,   12.47,    5.72,    2.15,    0.01
2020-12-01,    4.63,    4.79,   -1.34,    0.01
2021-01-01,   -0.03,    7.50,    2.85,    0.01
2021-02-01,    2.78,    2.07,    7.10,    0.00
2021-03-01,    3.08,   -2.28,    7.27,    0.00
2021-04-01,    4.93,   -3.20,   -0.95,    0.00
2021-05-01,    0.29,   -0.27,    7.13,    0.00
2021-06-01,    2.75,    1.60,   -7.75,    0.00
2021-07-01,    1.27,   -3.94,   -1.81,    0.00
2021-08-01,    2.91,   -0.46,   -0.10,    0.00
2021-09-01,   -4.37,    0.67,    5.10,    0.00
2021-10-01,    6.65,   -2.37,   -0.45,    0.00
2021-11-01,   -1.55,   -1.32,   -0.41,    0.00
2021-12-01,    3.10,   -1.64,    3.22,    0.01
2022-01-01,   -6.25,   -5.96,   12.80,    0.00
2022-02-01,   -2.29,    2.19,    3.10,    0.00
2022-03-01,    3.06,   -1.66,   -1.76,    0.01
2022-04-01,   -9.46,   -1.38,    6.17,    0.01
2022-05-01,   -0.34,   -1.96,    8.59,    0.03
2022-06-01,   -8.44,    2.18,   -6.10,    0.06
2022-07-01,    9.57,    2.80,   -4.03,    0.08
2022-08-01,   -3.77,    1.40,    0.29,    0.19
2022-09-01,   -9.35,   -0.82,    0.02,    0.19
2022-10-01,    7.83,    0.07,    8.06,    0.23
2022-11-01,    4.61,   -3.51,    1.41,    0.29
2022-12-01,   -6.41,   -0.69,    1.34,    0.33
2023-01-01,    6.64,    5.01,   -4.00,    0.35
2023-02-01,   -2.59,    1.17,   -0.83,    0.34
2023-03-01,    2.51,   -5.51,   -8.87,    0.36
2023-04-01,    0.61,   -3.36,   -0.05,    0.35
2023-05-01,    0.35,    1.60,   -7.74,    0.36
2023-06-01,    6.47,    1.55,   -0.20,    0.40
2023-07-01,    3.21,    2.05,    4.11,    0.45
2023-08-01,   -2.39,   -3.20,   -1.08,    0.45
2023-09-01,   -5.24,   -2.49,    1.45,    0.43
2023-10-01,   -3.18,   -3.88,    0.19,    0.47
2023-11-01,    8.83,   -0.03,    1.66,    0.44
2023-12-01,    4.87,    6.36,    4.92,    0.43
2024-01-01,    0.70,   -5.02,   -2.47,    0.47
2024-02-01,    5.07,   -0.22,   -3.52,    0.42
2024-03-01,    2.83,   -2.51,    4.21,    0.43
2024-04-01,   -4.67,   -2.39,   -0.52,    0.47
2024-05-01,    4.34,    0.78,   -1.66,    0.44
2024-06-01,    2.77,   -3.06,   -3.31,    0.41
2024-07-01,    1.24,    6.80,    5.73,    0.45
2024-08-01,    1.61,   -3.55,   -1.13,    0.48
2024-09-01,    1.74,   -0.17,   -2.60,    0.40
,Mkt-RF,SMB,HML,RF
,   29.47,   -2.04,   -4.54,    3.12
,   35.39,    4.51,   -6.17,    3.56
,  -19.54,  -30.70,   11.67,    4.75
,  -31.23,   -5.17,  -11.54,    2.41
,  -45.11,    3.70,  -13.95,    1.07
,   -9.39,    4.40,   11.11,    0.96
,   57.05,   45.45,   32.39,    0.30
,    3.02,   25.15,  -27.67,    0.16
,   44.96,   10.60,   10.23,    0.17
,   32.07,   17.60,   34.55,    0.18
,  -34.96,  -14.14,   -4.09,    0.31
,   28.48,    9.28,  -12.02,   -0.02
,    2.70,    5.86,  -19.23,    0.02
,   -7.14,    0.76,   -0.85,    0.00
,  -10.53,   -4.04,   11.13,    0.06
,   16.20,    4.96,   19.82,    0.27
,   27.96,   33.18,   38.71,    0.35
,   20.97,   17.90,   15.92,    0.33
,   38.38,   25.38,   10.80,    0.33
,   -6.73,   -3.99,    3.11,    0.35
,    2.95,   -6.99,    9.87,    0.50
,    1.07,   -9.11,    3.74,    0.81
,   19.12,    3.75,   -4.25,    1.10
,   28.82,    1.08,   27.02,    1.20
,   19.22,   -5.22,   -5.67,    1.49
,   11.80,   -6.76,    3.31,    1.66
,   -1.05,   -1.15,   -7.75,    1.82
,   49.35,   -2.14,   26.05,    0.86
,   23.75,   -5.88,    4.82,    1.57
,    5.90,   -0.95,   -1.99,    2.46
,  -13.16,   -2.77,   -6.11,    3.14
,   43.45,   14.50,   13.48,    1.54
,    9.76,    5.44,    1.70,    2.95
,   -1.46,   -2.78,   -4.62,    2.66
,   24.81,    1.28,    5.42,    2.13
,  -12.90,   -8.29,    8.92,    2.73
,   17.84,   -6.18,   15.69,    3.12
,   12.54,   -0.82,    9.72,    3.54
,   10.52,   22.08,    7.11,    3.93
,  -13.51,    2.83,   -0.86,    4.76
,   24.49,   50.49,   -8.14,    4.21
,    8.79,   24.18,   18.56,    5.21
,  -17.54,  -13.99,  -10.05,    6.58
,   -6.49,  -11.87,   21.52,    6.52
,   11.78,    5.98,  -11.30,    4.39
,   13.05,  -12.16,    1.80,    3.84
,  -26.18,  -23.51,   17.47,    6.93
,  -35.75,   -0.81,    9.96,    8.00
,   32.44,   15.41,    9.14,    5.80
,   21.91,   14.67,   24.38,    5.08
,   -8.26,   22.62,    7.46,    5.12
,    1.03,   14.42,    0.67,    7.18
,   13.09,   21.27,   -2.33,   10.38
,   22.13,    5.66,  -24.61,   11.24
,  -18.13,    7.11,   25.04,   14.71
,   10.66,    8.68,   13.29,   10.54
,   13.75,   14.00,   20.52,    8.80
,   -6.05,   -8.22,   19.13,    9.85
,   24.91,    0.55,    1.29,    7.72
,   10.12,   -9.55,    9.34,    6.16
,   -3.87,  -10.95,   -1.70,    5.47
,   11.55,    5.78,   14.99,    6.35
,   20.49,  -12.86,   -4.03,    8.37
,  -13.95,  -13.99,  -10.03,    7.81
,   29.18,   16.08,  -14.72,    5.60
,    6.23,    7.74,   24.49,    3.51
,    8.21,    6.37,   16.96,    2.90
,   -4.10,   -0.46,   -0.89,    3.90
,   31.22,   -9.75,    5.97,    5.60
,   15.96,   -4.45,    8.67,    5.21
,   25.96,   -7.75,   19.00,    5.26
,   19.46,  -25.27,  -10.43,    4.86
,   20.57,   15.35,  -31.66,    4.68
,  -17.60,   -4.60,   44.98,    5.89
,  -15.21,   18.16,   18.52,    3.83
,  -22.76,    4.39,    8.09,    1.65
,   30.75,   26.49,    4.67,    1.02
,   10.72,    4.45,    7.61,    1.20
,    3.09,   -2.36,    9.41,    2.98
,   10.60,    0.09,   11.93,    4.80
,    1.04,   -7.44,  -17.18,    4.66
,  -38.34,    2.40,    1.05,    1.60
,   28.26,    9.18,   -9.65,    0.10
,   17.37,   14.15,   -5.15,    0.12
,    0.44,   -5.73,   -8.41,    0.04
,   16.27,   -1.40,   10.00,    0.06
,   35.20,    7.72,    2.60,    0.02
,   11.71,   -7.82,   -1.45,    0.02
,    0.09,   -4.00,   -9.67,    0.02
,   13.30,    6.77,   22.71,    0.20
,   21.51,   -5.09,  -13.59,    0.80
,   -6.94,   -3.11,   -9.77,    1.83
,   28.28,   -6.13,  -10.37,    2.15
,   23.66,   12.72,  -46.10,    0.45
,   23.57,   -3.78,   25.39,    0.04
,  -21.58,   -7.04,   25.97,    1.43
,   21.68,   -3.29,  -13.70,    4.95
