date,return
1994-07-01,0.0334704452531691
1994-08-01,0.0473656987561226
1994-09-01,-0.0260081084251477
1994-10-01,0.0338244048526075
1994-11-01,-0.0548150870405345
1994-12-01,0.0141184988675653
1995-01-01,-0.0101801580661641
1995-02-01,0.0561118296368607
1995-03-01,0.0373757895017849
1995-04-01,0.0465217089894627
1995-05-01,0.0279551465871703
1995-06-01,0.0761697248669366
1995-07-01,0.0767660907811902
1995-08-01,0.00867505999245032
1995-09-01,0.0185243365343434
1995-10-01,-0.0257647212625997
1995-11-01,0.0222241809055649
1995-12-01,-0.0107619188875509
1996-01-01,0.0144226078425953
1996-02-01,-0.00653599598663601
1996-03-01,0.00992594695070381
1996-04-01,0.0065130266258111
1996-05-01,0.00452019851719165
1996-06-01,-0.00093576147539498
1996-07-01,-0.04652322051544
1996-08-01,0.0252377271039174
1996-09-01,0.040071987332138
1996-10-01,0.0236680381889662
1996-11-01,0.0647403484199977
1996-12-01,-0.0196785394283238
1997-01-01,0.0438938754420328
1997-02-01,-0.0134221775896889
1997-03-01,-0.0344334032629072
1997-04-01,0.0446387077430476
1997-05-01,0.0713399502386713
1997-06-01,0.0414045343718696
1997-07-01,0.0839138599457185
1997-08-01,-0.0444865913954952
1997-09-01,0.0588579893212635
1997-10-01,-0.0340520409209297
1997-11-01,0.0194863592813694
1997-12-01,0.0113862890261779
1998-01-01,0.0108144894586608
1998-02-01,0.0758071070342434
1998-03-01,0.0502830460638328
1998-04-01,0.0115803367301097
1998-05-01,-0.0197560428428976
1998-06-01,0.0425997800976978
1998-07-01,-0.0074756549525865
1998-08-01,-0.154855580801879
1998-09-01,0.0604564882308655
1998-10-01,0.0770141948949683
1998-11-01,0.0775961243474274
1998-12-01,0.096185534513121
1999-01-01,0.052478406975124
1999-02-01,-0.0319309714857212
1999-03-01,0.0540218728046191
1999-04-01,0.0238921416827044
1999-05-01,-0.0287447819604024
1999-06-01,0.0651668531345501
1999-07-01,-0.0336743861603036
1999-08-01,-0.0123602385029851
1999-09-01,-0.0147759622635689
1999-10-01,0.0600710070599219
1999-11-01,0.0204892807824785
1999-12-01,0.0720382092353202
2000-01-01,-0.0480846437161231
2000-02-01,0.00999631684396451
2000-03-01,0.0905112285182623
2000-04-01,-0.0430703631379593
2000-05-01,-0.0335754256206174
2000-06-01,0.0385714344331482
2000-07-01,-0.0124027376327139
2000-08-01,0.0639278950801123
2000-09-01,-0.0537942216490221
2000-10-01,-0.017933530066194
2000-11-01,-0.0851254342376807
2000-12-01,0.00837877923523566
2001-01-01,0.0325241993759457
2001-02-01,-0.0936851471584413
2001-03-01,-0.0639578114757446
2001-04-01,0.087563480485409
2001-05-01,0.010446420922243
2001-06-01,-0.0246695574994849
2001-07-01,-0.0153087197158049
2001-08-01,-0.064810322152549
2001-09-01,-0.0808421424163371
2001-10-01,0.02371397476452
2001-11-01,0.0748020044918038
2001-12-01,0.010427735201151
2002-01-01,-0.0314686123730264
2002-02-01,-0.0172390451824011
2002-03-01,0.0337705421599947
2002-04-01,-0.0635780665000164
2002-05-01,-0.00208872215117306
2002-06-01,-0.0766854931681097
2002-07-01,-0.071856902712365
2002-08-01,0.00975120153173225
2002-09-01,-0.107583207807455
2002-10-01,0.094440572932205
2002-11-01,0.0500634970033428
2002-12-01,-0.064533077056037
2003-01-01,-0.0276091324994242
2003-02-01,-0.0121125593650308
2003-03-01,0.0110725884328195
2003-04-01,0.0821546065316609
2003-05-01,0.0441638733310703
2003-06-01,0.0111048911088065
2003-07-01,0.0131521122659656
2003-08-01,0.0165949685570974
2003-09-01,-0.0147673266572164
2003-10-01,0.0488018223291009
